symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
TOMM6	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.5270249999999997	No data	0.8059569773855488	-0.6844083603538503	0	No data	No data	No data	-1	-1
CREB5	0.032778653278410674	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2695919782908534	No data	No data	No data	1	0	0	0	0	0.8622050000000001	No data	-0.770546056260342	-0.022023425318627998	0	No data	No data	0	-1	0
TOMM7	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7272750000000002	No data	0.7339216767788197	-0.6027176405061654	0	No data	No data	No data	-1	-1
VAMP1	0.07696055400431702	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6307666998278881	0.008818550358906574	No data	No data	0	0	0	0	0	0.7457650000000001	No data	0.4912300055157197	-0.6858443649130586	0	No data	No data	-0.49152500000000005	0.5	-1
RPL34	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	1	1	0	0.9572650000000003	No data	-0.4165471594043023	No data	No data	No data	No data	No data	-1	-1
APOBEC3F	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	No data	No data	0.08163265306122458	0	0	No data	No data	-0.4973199999999999	-1	0
C2	0.010206676823900923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0839460417534357	No data	No data	No data	0	1	0	1	0	0	No data	-0.1018201875344732	0	0	No data	No data	0	1	0
ATP5MC2	0.030371196394565633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24231261157046677	0.029915791516415727	No data	No data	0	0	0	0	0	0.5744700000000001	No data	0.6636514065085493	-0.655929141168683	0	No data	No data	-0.37943250000000006	-1	-1
SPTA1	0.008247059225475018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06782893100559517	No data	No data	No data	0	0	0	0	0	0.02232500000000002	No data	-0.5795918367346939	-0.9747218656299317	0	No data	No data	0	1	0.5
MARK2	0.060580630740720884	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4982526874664363	No data	No data	No data	1	0	1	1	0	0.8413699999999998	No data	-0.8977385548814121	-0.9004318810833447	0	No data	No data	-0.11484750000000013	-1	-1
ATP4A	0.05209018038002331	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	0.19386083309436694	No data	No data	1	1	0	0	1	0	0.8985500000000002	No data	-0.27435190292333145	-0.29269888059615334	0	No data	No data	-0.10627999999999993	1	0.5
IGHM	0.01916045493473294	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15758746727430703	No data	No data	No data	1	1	0	0	0	0	No data	No data	-0.7801311464066879	No data	No data	No data	0	0.75	0
SPON2	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	0	1	0	0	1	0.25981999999999983	No data	0.7216767788196359	No data	No data	No data	No data	0	0.5	0
SLC35A2	0.0050997913503659014	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04194384764188179	No data	No data	No data	0	0	0	0	0	0.7853549999999998	No data	No data	No data	0	No data	No data	0	-1	-1
MRGPRX1	0.09133077817936515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7511609753789127	No data	No data	No data	1	0	1	1	0	0	0	0.8586872586872587	-0.6466697872542226	0	No data	No data	-0.580745	No data	No data
VLDLR	0.05428634268173702	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4438548781005305	0.010518719219367912	No data	No data	0	0	0	0	0	0.7995399999999997	No data	-0.2416988416988417	-0.9161780463356695	0	No data	No data	0	0.5	0
SMAD5	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	No data	No data	No data	0	0	0	0	0	0.946235	No data	-0.9703254274682847	-0.944040422131939	No data	No data	No data	-0.7634399999999999	-1	-1
PEBP4	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	1	0	0	0	0	No data	0.47490347490347484	No data	0	No data	No data	0	0.5	0
CPN1	0.03960217063434889	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.32571281788925666	No data	No data	No data	0	1	1	1	0	0.19213999999999984	No data	0.07324875896304461	-0.05901705023956677	0	No data	No data	0	1	0.5
SHOC2	0.0043675322731324285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.022099019458282115	No data	No data	0	0	0	0	0	0.9226799999999997	No data	-0.9557639271924986	-0.022023425318627998	0	No data	No data	0	-1	-1
PDCL3	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	0	0	0	0.4769849999999998	No data	0.4328736900165471	No data	0	No data	No data	0	-1	-1
RAN	0.0750161124702643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6169790440374154	No data	No data	No data	0	0	0	1	0	1	No data	-0.9301709873138444	No data	-1	No data	No data	No data	-1	-1
TSPAN5	0.003584416492297104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02948046476983242	No data	No data	1	0	0	0	0	1	No data	-0.7699944842801986	0	0	No data	No data	-0.47761250000000005	0.5	0
ARK2N	0.003544551143464721	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029152587411184018	No data	No data	0	0	0	0	0	0.7029699999999999	No data	-0.4816326530612245	-0.5412198434860327	0	No data	No data	0	-1	-1
AP1G2	0.006093112432852114	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050113536415576705	No data	No data	0	0	0	0	0	0.36305499999999996	No data	0.06309983452840595	0	0	No data	No data	-0.03503249999999998	-1	-1
TPH1	0.03517414163735	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28929396055882284	No data	No data	1	0	0	1	1	0	0.5045050000000003	No data	-0.08240485383342522	-0.8347462604180511	0	No data	No data	-0.29054	0.75	0.5
SREBF2	0.04064676038221614	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3343041719707667	No data	No data	No data	0	0	0	1	0	0.58808	No data	-0.577495863210149	-0.7187008634551647	0	No data	No data	0	-1	-1
ATIC	0.0071114173128127844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	0.03941697451633277	No data	No data	1	0	1	1	1	0.5523650000000003	1	0.13866519580805292	No data	0	-1	No data	No data	-1	-1
PSMD2	0.03200879849915706	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2632602150187989	No data	No data	1	0	0	1	0	0	0.9339199999999999	No data	-0.9837837837837837	No data	-1	No data	No data	0	0.5	-1
TERT	0.058246078245279734	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47905187954049383	No data	No data	1	0	0	1	1	0	0	1	-0.5767236624379481	-0.796424287794761	0	No data	No data	No data	No data	No data
DNAJC5	0.025190629955082335	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2016356887403795	0.022190714507336513	No data	No data	0	0	0	0	0	0.9747450000000001	No data	-0.9527854384997242	-0.7144718612850365	0	No data	No data	-0.16666750000000013	-1	-1
WDR19	0.0027521739173332503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022635585564555385	No data	No data	0	0	0	0	0	0.47839000000000026	No data	-0.23298400441257583	-0.7334659128856338	0	No data	No data	No data	-1	-1
RNF19A	0.060416132669997825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4968997532889829	No data	No data	No data	0	0	0	0	0	0.6897350000000003	No data	-0.6429123000551572	-0.23763370379005083	0	No data	No data	0	-1	-1
ZCCHC7	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0	No data	0.11009376723662445	No data	0	No data	No data	0	-1	-1
PMM2	0.025316220045902074	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20821629818198023	No data	No data	No data	0	0	1	1	0	0.49187000000000014	No data	0.9643684500827359	-0.941513694173528	0	No data	No data	-0.19715500000000005	-1	-1
CABP1	0.009019764914924887	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	0.04140563272960561	No data	No data	1	0	0	0	1	0.4054049999999997	No data	-0.018974076116933247	-0.16620698445129006	0	No data	No data	0	1	0
ANKRD28	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7368400000000002	No data	-0.7356867071152786	-0.011453818198359778	0	No data	No data	-0.06740499999999994	-1	-1
FFAR2	0.014576119624824241	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11988304986430585	No data	No data	0.5	1	0	1	1	0	0.2272750000000002	1	0.8029784886927744	-0.8091528917223231	0	No data	No data	0	0.5	0
PDK1	0.07850924660792502	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.64133545941381	0.017493146733261	No data	0.75	0	0	1	1	0	0.5986249999999999	1	0.4769994484280198	0	0	-1	No data	-0.09403749999999995	-1	-1
KCND1	0.015694413851327357	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1290805952995475	No data	No data	1	0	0	0	0	0	0.7527050000000003	No data	No data	0	0	No data	No data	-0.13446749999999988	0.5	0
SPINK4	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	0	1	0	0	0	0	No data	0.5880860452289023	No data	0	No data	No data	No data	1	0.5
TMEM223	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.8368450082735797	No data	0	No data	No data	No data	-1	-1
FOXC1	0.014783989927119098	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12159270417949695	No data	No data	No data	0	0	0	0	0	0.6654600000000002	No data	0.48394925537782685	-0.9776812094315653	0	No data	No data	0	0.75	0
SETX	0.020603190663503492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15994276935135665	0.03804260614037464	No data	No data	0	0	0	0	0	0	No data	-0.7494760066188637	-0.3279296065711615	0	No data	No data	0	-1	-1
SYNGAP1	0.03846110964095435	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14915115334542034	No data	0.2790402361037341	No data	0	0	0	0	0	0.9515999999999998	No data	-0.9876447876447877	-0.7309170161871533	0	No data	No data	0	-1	-1
MYOZ3	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	0	0	0	0	No data	0.13888582460011034	0	0	No data	No data	0	0.75	0
PPP1R3E	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.48028499999999996	No data	0.978488692774407	No data	0	No data	No data	0	0.5	-1
NDUFA8	0.5284709157316196	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	0.04059289031385596	0.058708508939063986	No data	1	0	0	0	0	0	0.33139499999999983	No data	0.2445670159955875	-0.6891059635184138	0	No data	No data	No data	0.5	-1
PLEKHB2	0.003883984439750413	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.0289046434139606	No data	No data	0	0	0	0	0	0.5045050000000003	No data	0.43530060672917825	No data	0	No data	No data	0	-1	-1
